es_hombre,edad,modo,proposito,periodo,etapas,dist_km,comuna_origen,tiempo
0,41,Taxi Colectivo,Otro,Punta Mañana,1,2.05,BUIN,35
0,41,Taxi Colectivo,Otro,Punta Mañana,1,2.05,BUIN,15
0,41,Bus-Metro,Otro,Fuera Punta,2,35.89,BUIN,165
0,41,Bus-Metro,Otro,Fuera Punta,2,35.89,PROVIDENCIA,180
0,17,Auto,Estudio,Punta Mañana,1,1.29,BUIN,20
0,17,Taxi Colectivo,Estudio,Fuera Punta,1,1.29,BUIN,30
0,8,Auto,Estudio,Punta Mañana,1,1.46,BUIN,25
0,8,Taxi Colectivo,Estudio,Fuera Punta,1,1.46,BUIN,30
0,9,Taxi Colectivo,Estudio,Punta Mañana,1,2.05,BUIN,35
0,9,Taxi Colectivo,Estudio,Fuera Punta,1,2.05,BUIN,15
0,8,Taxi Colectivo,Estudio,Punta Mañana,1,2.05,BUIN,35
0,8,Taxi Colectivo,Estudio,Fuera Punta,1,2.05,BUIN,30
1,43,Otros,Trabajo,Punta Mañana,1,4.63,BUIN,10
1,43,Otros,Trabajo,Punta Tarde,1,4.63,BUIN,10
0,18,Bus no TS,Otro,Fuera Punta,1,8.69,BUIN,60
0,18,Taxi Colectivo,Otro,Fuera Punta,2,10.76,BUIN,30
1,38,Bicicleta,Trabajo,Punta Mañana,1,4.29,BUIN,35
1,38,Bicicleta,Trabajo,Noche,1,4.29,BUIN,30
0,38,Taxi Colectivo,Otro,Fuera Punta,1,1.08,BUIN,15
0,38,Auto,Otro,Fuera Punta,1,1.21,BUIN,25
0,38,Taxi Colectivo,Otro,Fuera Punta,1,0.93,BUIN,5
0,17,Caminata,Estudio,Punta Mañana,1,0.81,BUIN,30
0,17,Caminata,Estudio,Fuera Punta,1,0.81,BUIN,30
1,46,Otros,Trabajo,Punta Mañana,1,5.92,BUIN,30
1,46,Otros,Trabajo,Punta Tarde,1,5.87,BUIN,30
0,40,Taxi Colectivo,Otro,Fuera Punta,1,1.97,BUIN,15
0,40,Taxi Colectivo,Otro,Punta Tarde,1,1.91,BUIN,25
0,15,Taxi Colectivo,Estudio,Punta Mañana,1,1.97,BUIN,35
0,15,Taxi Colectivo,Estudio,Fuera Punta,1,1.91,BUIN,10
0,46,Bus no TS,Otro,Fuera Punta,1,12.28,BUIN,40
0,46,Bus no TS,Otro,Punta Tarde,1,12.28,SAN BERNARDO,70
0,18,Bus no TS,Otro,Fuera Punta,1,12.28,BUIN,40
0,18,Bus no TS,Otro,Punta Tarde,1,12.28,SAN BERNARDO,70
1,4,Bus no TS,Otro,Fuera Punta,1,12.28,BUIN,40
1,4,Bus no TS,Otro,Punta Tarde,1,12.28,SAN BERNARDO,70
0,48,Auto,Otro,Noche,1,17.15,BUIN,30
0,48,Auto,Otro,Noche,1,17.15,MAIPU,25
0,21,Auto,Estudio,Punta Mañana,1,19.64,BUIN,45
0,21,Auto,Estudio,Fuera Punta,1,19.64,CERRILLOS,30
1,24,Auto,Trabajo,Fuera Punta,1,23.66,BUIN,40
1,24,Auto,Trabajo,Punta Tarde,1,23.66,SAN MIGUEL,50
1,69,Auto,Trabajo,Punta Mañana,1,2.73,BUIN,40
1,69,Auto,Trabajo,Punta Tarde,1,2.73,BUIN,15
0,64,Taxi Colectivo,Otro,Fuera Punta,1,0.98,BUIN,25
0,64,Taxi Colectivo,Otro,Fuera Punta,1,0.97,BUIN,20
1,19,Bus no TS,Estudio,Fuera Punta,1,15.1,BUIN,60
1,19,Bus no TS,Estudio,Fuera Punta,1,15.1,SAN BERNARDO,55
1,19,Caminata,Otro,Fuera Punta,1,1.02,BUIN,20
1,19,Caminata,Otro,Fuera Punta,1,1.02,BUIN,20
0,19,Bus no TS,Estudio,Fuera Punta,1,15.1,BUIN,60
0,19,Bus no TS,Estudio,Fuera Punta,1,15.1,SAN BERNARDO,55
0,19,Caminata,Otro,Fuera Punta,1,1.02,BUIN,20
0,19,Caminata,Otro,Fuera Punta,1,1.02,BUIN,20
0,30,Bicicleta,Otro,Punta Tarde,1,1.46,BUIN,20
0,30,Bicicleta,Otro,Fuera Punta,1,1.46,BUIN,15
0,6,Auto,Estudio,Punta Mañana,1,2.35,BUIN,15
0,6,Auto,Estudio,Fuera Punta,1,2.34,BUIN,20
0,24,Bus no TS,Trabajo,Punta Mañana,1,16.52,BUIN,60
0,24,Bus no TS,Trabajo,Punta Tarde,1,16.53,SAN BERNARDO,75
0,19,Caminata,Otro,Fuera Punta,1,1.71,BUIN,70
0,19,Caminata,Otro,Fuera Punta,1,1.71,BUIN,10
1,45,Auto,Trabajo,Punta Mañana,1,11.04,BUIN,20
1,21,Auto,Trabajo,Punta Mañana,1,11.04,BUIN,20
1,5,Otros,Estudio,Fuera Punta,1,0.72,BUIN,5
1,5,Otros,Estudio,Fuera Punta,1,0.72,BUIN,5
0,68,Caminata,Otro,Fuera Punta,1,1.01,BUIN,15
0,68,Caminata,Otro,Fuera Punta,1,1.01,BUIN,15
1,45,Bicicleta,Trabajo,Punta Mañana,1,10.29,BUIN,15
1,45,Bicicleta,Trabajo,Punta Tarde,1,10.31,SAN BERNARDO,20
1,45,Taxi Colectivo,Otro,Fuera Punta,1,6.17,BUIN,60
1,45,Taxi Colectivo,Otro,Noche,1,6.17,BUIN,90
0,43,Taxi Colectivo,Otro,Fuera Punta,1,2.05,MAIPU,40
0,43,Taxi Colectivo,Otro,Fuera Punta,1,26.16,MAIPU,70
0,43,Otros-Bus,Volver a casa,Fuera Punta,3,0.04,BUIN,120
0,43,Taxi Colectivo,Otro,Fuera Punta,1,5.65,BUIN,60
0,43,Taxi Colectivo,Otro,Noche,1,5.65,BUIN,90
1,19,Bus-Metro,Otro,Fuera Punta,2,34.82,BUIN,110
1,19,Taxi Colectivo,Otro,Fuera Punta,1,5.65,BUIN,60
1,19,Taxi Colectivo,Otro,Noche,1,5.65,BUIN,90
1,17,Taxi Colectivo,Otro,Fuera Punta,1,6.2,BUIN,60
1,17,Taxi Colectivo,Otro,Noche,1,6.17,BUIN,90
0,16,Taxi Colectivo,Otro,Fuera Punta,1,5.67,BUIN,60
0,16,Taxi Colectivo,Otro,Noche,1,5.65,BUIN,90
1,47,Auto,Trabajo,Punta Mañana,1,1.67,BUIN,5
1,47,Auto,Trabajo,Punta Tarde,1,1.67,BUIN,5
0,53,Bus no TS,Trabajo,Punta Mañana,1,29.37,BUIN,60
0,53,Otros,Trabajo,Punta Tarde,2,29.37,SANTIAGO,70
1,15,Auto,Estudio,Punta Mañana,1,1.7,BUIN,5
1,15,Caminata,Estudio,Fuera Punta,1,1.7,BUIN,40
1,41,Taxi Colectivo,Trabajo,Punta Mañana,1,32.25,BUIN,45
1,41,Caminata,Otro,Punta Tarde,1,1.05,SANTIAGO,15
1,42,Auto,Trabajo,Noche,1,13.79,BUIN,30
1,42,Auto,Trabajo,Punta Mañana,1,1.09,BUIN,5
1,42,Auto,Otro,Punta Mañana,1,0.96,BUIN,5
1,42,Auto,Otro,Fuera Punta,1,0.96,BUIN,10
1,42,Auto,Trabajo,Fuera Punta,1,1.09,BUIN,10
1,42,Auto,Trabajo,Fuera Punta,1,14.59,BUIN,35
1,42,Auto,Trabajo,Fuera Punta,1,9.01,BUIN,25
1,42,Auto,Trabajo,Fuera Punta,1,1.09,BUIN,10
1,42,Auto,Trabajo,Punta Tarde,1,1.09,BUIN,10
1,42,Auto,Trabajo,Fuera Punta,1,1.09,BUIN,10
0,34,Auto,Otro,Fuera Punta,1,1.26,BUIN,30
0,34,Auto,Otro,Fuera Punta,1,0.74,BUIN,15
0,34,Auto,Otro,Fuera Punta,1,0.74,BUIN,10
0,34,Auto,Otro,Fuera Punta,1,1.23,BUIN,7
0,34,Auto,Otro,Fuera Punta,1,1.23,BUIN,5
0,34,Auto,Otro,Fuera Punta,1,3.17,BUIN,10
0,34,Auto,Otro,Fuera Punta,1,3.17,BUIN,10
1,2,Auto,Otro,Fuera Punta,1,0.74,BUIN,10
1,2,Auto,Otro,Fuera Punta,1,0.74,BUIN,15
1,34,Otros,Trabajo,Punta Mañana,1,5.86,BUIN,170
1,34,Otros,Trabajo,Fuera Punta,1,5.86,BUIN,30
1,34,Otros,Trabajo,Fuera Punta,1,5.86,BUIN,30
0,8,Otros,Estudio,Punta Mañana,1,2.96,BUIN,25
0,8,Otros,Estudio,Fuera Punta,1,2.96,BUIN,28
0,2,Otros,Estudio,Fuera Punta,1,2.49,BUIN,15
0,2,Otros,Estudio,Punta Tarde,1,2.49,BUIN,30
0,30,Auto,Otro,Fuera Punta,1,27.03,BUIN,30
0,30,Auto,Otro,Fuera Punta,1,27.06,LA FLORIDA,30
1,25,Auto,Otro,Fuera Punta,1,27.03,BUIN,30
1,25,Auto,Otro,Fuera Punta,1,27.06,LA FLORIDA,30
1,25,Auto,Otro,Fuera Punta,1,0.52,BUIN,1
1,25,Auto,Otro,Fuera Punta,1,0.52,BUIN,1
1,20,Auto,Otro,Fuera Punta,1,27.03,BUIN,30
1,20,Auto,Otro,Fuera Punta,1,27.06,LA FLORIDA,30
1,76,Taxi Colectivo,Otro,Fuera Punta,1,4.31,BUIN,12
1,76,Taxi Colectivo,Otro,Fuera Punta,1,4.31,BUIN,16
0,11,Otros,Estudio,Punta Mañana,1,0.84,BUIN,25
0,11,Otros,Estudio,Fuera Punta,1,0.84,BUIN,25
0,5,Otros,Estudio,Punta Mañana,1,0.59,BUIN,15
0,5,Otros,Estudio,Fuera Punta,1,0.59,BUIN,10
0,15,Bus no TS,Estudio,Punta Mañana,1,1.7,BUIN,15
0,15,Bus no TS,Estudio,Fuera Punta,1,1.68,BUIN,30
1,10,Bus no TS,Estudio,Punta Mañana,1,1.04,BUIN,10
0,67,Taxi Colectivo,Trabajo,Fuera Punta,1,2.02,BUIN,15
0,67,Taxi Colectivo,Trabajo,Punta Tarde,1,2.02,BUIN,30
0,48,Bus no TS,Trabajo,Punta Mañana,1,3.3,BUIN,60
0,48,Taxi Colectivo,Trabajo,Punta Tarde,2,3.3,BUIN,50
0,24,Bus no TS,Trabajo,Punta Mañana,1,3.3,BUIN,60
0,24,Taxi Colectivo,Trabajo,Punta Tarde,2,3.3,BUIN,50
0,20,Otros-Metro,Estudio,Punta Mañana,3,27.32,BUIN,90
0,20,Otros,Estudio,Fuera Punta,2,27.32,SANTIAGO,90
1,19,Taxi Colectivo,Trabajo,Punta Mañana,1,3.3,BUIN,60
1,19,Otros,Trabajo,Punta Tarde,2,3.3,BUIN,70
1,15,Bus no TS,Estudio,Punta Mañana,1,3.3,BUIN,60
1,15,Taxi Colectivo,Estudio,Punta Tarde,2,3.3,BUIN,70
1,50,Caminata,Trabajo,Noche,1,1.25,BUIN,40
1,50,Caminata,Trabajo,Fuera Punta,1,1.25,BUIN,40
1,36,Taxi Colectivo,Trabajo,Punta Tarde,1,9.63,BUIN,30
1,34,Otros,Trabajo,Punta Mañana,1,7.58,BUIN,30
1,34,Bus-Metro,Estudio,Noche,2,33.58,SANTIAGO,125
1,26,Taxi Colectivo,Otro,Fuera Punta,1,3.29,BUIN,25
1,26,Taxi Colectivo,Otro,Fuera Punta,1,3.29,BUIN,20
0,14,Taxi Colectivo,Estudio,Punta Mañana,2,1.46,BUIN,25
0,14,Taxi Colectivo,Estudio,Fuera Punta,2,1.46,BUIN,55
1,35,Bicicleta,Trabajo,Punta Mañana,1,3.03,BUIN,10
1,35,Bicicleta,Trabajo,Fuera Punta,1,3.07,BUIN,10
1,47,Otros,Trabajo,Punta Tarde,1,5.57,BUIN,75
1,18,Bus no TS,Estudio,Punta Mañana,1,29.36,BUIN,85
1,18,Caminata,Otro,Fuera Punta,1,2.62,SANTIAGO,95
1,18,Otros-Metro,Otro,Fuera Punta,3,28.69,ESTACION CENTRAL,90
0,59,Taxi Colectivo,Otro,Fuera Punta,1,2.07,BUIN,30
0,59,Taxi Colectivo,Otro,Fuera Punta,1,1.96,BUIN,35
0,59,Taxi Colectivo,Otro,Fuera Punta,2,2.89,BUIN,60
0,22,Taxi Colectivo,Trabajo,Fuera Punta,1,2.05,BUIN,30
0,22,Taxi Colectivo,Trabajo,Fuera Punta,1,2.05,BUIN,40
0,21,Taxi Colectivo,Trabajo,Fuera Punta,1,2.49,BUIN,30
0,21,Taxi Colectivo,Trabajo,Fuera Punta,1,2.49,BUIN,40
1,47,Auto,Trabajo,Punta Mañana,1,32.8,BUIN,60
1,47,Auto,Trabajo,Fuera Punta,1,32.8,SANTIAGO,60
0,74,Caminata,Otro,Fuera Punta,1,1.29,BUIN,30
0,74,Caminata,Otro,Fuera Punta,1,1.29,BUIN,40
1,57,Bus no TS,Trabajo,Punta Mañana,1,27.24,BUIN,60
1,57,Bus no TS,Trabajo,Punta Tarde,1,27.23,SAN MIGUEL,80
0,68,Taxi Colectivo,Otro,Fuera Punta,1,1.29,BUIN,30
0,68,Taxi Colectivo,Otro,Fuera Punta,1,1.29,BUIN,20
1,10,Otros,Estudio,Punta Mañana,1,1.5,BUIN,15
1,10,Otros,Estudio,Fuera Punta,1,1.5,BUIN,15
0,38,Taxi Colectivo,Otro,Fuera Punta,1,13.21,BUIN,25
0,38,Taxi Colectivo,Otro,Fuera Punta,1,13.21,BUIN,30
0,46,Taxi Colectivo,Otro,Fuera Punta,1,3.5,BUIN,25
0,46,Taxi Colectivo,Otro,Fuera Punta,1,3.51,BUIN,30
1,48,Otros,Trabajo,Noche,1,3.7,BUIN,120
1,48,Otros,Trabajo,Fuera Punta,1,3.7,BUIN,30
1,48,Otros,Trabajo,Fuera Punta,1,3.7,BUIN,30
1,48,Otros,Trabajo,Noche,1,3.7,BUIN,40
1,14,Taxi Colectivo,Estudio,Punta Mañana,1,2.28,BUIN,40
1,14,Taxi Colectivo,Estudio,Fuera Punta,1,2.28,BUIN,30
0,5,Otros,Estudio,Punta Mañana,1,2.8,BUIN,50
0,5,Otros,Estudio,Fuera Punta,1,2.8,BUIN,60
0,36,Taxi Colectivo,Otro,Fuera Punta,1,3.19,BUIN,25
0,36,Taxi Colectivo,Otro,Fuera Punta,1,3.34,BUIN,50
1,11,Otros,Estudio,Punta Mañana,1,3.6,BUIN,70
1,11,Otros,Estudio,Fuera Punta,1,3.6,BUIN,60
1,0,Taxi Colectivo,Otro,Fuera Punta,1,3.19,BUIN,25
1,0,Taxi Colectivo,Otro,Fuera Punta,1,3.34,BUIN,20
1,37,Auto,Trabajo,Punta Mañana,1,2.93,BUIN,10
1,37,Auto,Trabajo,Fuera Punta,1,13.69,BUIN,30
1,37,Auto,Trabajo,Punta Tarde,1,16.55,SAN BERNARDO,45
1,53,Taxi Colectivo,Otro,Fuera Punta,1,1.65,BUIN,15
1,53,Caminata,Otro,Fuera Punta,1,1.51,BUIN,25
0,47,Taxi Colectivo,Otro,Fuera Punta,1,1.88,BUIN,10
0,47,Taxi Colectivo,Otro,Fuera Punta,1,1.88,BUIN,20
0,24,Taxi Colectivo,Trabajo,Punta Mañana,1,1.22,BUIN,70
0,24,Taxi Colectivo,Estudio,Punta Tarde,1,0.5,BUIN,35
0,24,Caminata,Otro,Fuera Punta,1,1.51,BUIN,25
0,12,Otros,Estudio,Punta Mañana,1,1.45,BUIN,30
0,12,Otros,Estudio,Fuera Punta,1,1.45,BUIN,30
1,67,Caminata,Otro,Fuera Punta,1,0.88,BUIN,15
1,67,Caminata,Otro,Fuera Punta,1,0.88,BUIN,15
0,17,Bus-Metro,Estudio,Punta Mañana,2,33.26,BUIN,60
0,17,Bus-Metro,Estudio,Punta Tarde,2,33.26,SANTIAGO,105
0,45,Bus-Metro,Otro,Punta Mañana,2,34.33,BUIN,60
0,45,Bus-Metro,Otro,Fuera Punta,2,34.33,SANTIAGO,80
0,44,Otros,Trabajo,Punta Mañana,1,16.96,BUIN,20
0,44,Otros,Trabajo,Punta Tarde,1,16.96,EL BOSQUE,20
0,19,Bus no TS,Estudio,Punta Mañana,1,30.44,BUIN,105
0,19,Bus no TS,Estudio,Fuera Punta,1,30.44,SANTIAGO,90
0,20,Bus no TS,Estudio,Punta Mañana,1,30.44,BUIN,105
0,20,Bus no TS,Estudio,Fuera Punta,1,30.44,SANTIAGO,90
1,31,Bus no TS,Otro,Punta Tarde,1,18.43,BUIN,90
1,31,Bus no TS,Otro,Fuera Punta,1,18.43,EL BOSQUE,60
1,52,Auto,Otro,Punta Mañana,1,29.55,BUIN,50
1,52,Auto,Trabajo,Punta Mañana,1,1.76,SAN MIGUEL,9
1,52,Auto,Trabajo,Punta Tarde,1,27.82,SAN MIGUEL,60
0,49,Auto,Trabajo,Punta Mañana,1,29.46,BUIN,50
0,49,Bus no TS,Trabajo,Fuera Punta,1,29.55,SAN MIGUEL,90
1,18,Auto-Metro,Estudio,Punta Mañana,2,33.03,BUIN,80
1,18,Bus-Metro,Estudio,Fuera Punta,2,33.1,SANTIAGO,110
0,53,Taxi Colectivo,Otro,Fuera Punta,1,2.17,BUIN,30
0,53,Taxi Colectivo,Otro,Punta Tarde,1,6.86,BUIN,10
1,29,Bicicleta,Trabajo,Punta Mañana,1,3.35,BUIN,25
1,29,Bicicleta,Otro,Punta Mañana,1,3.35,BUIN,24
1,29,Bicicleta,Trabajo,Punta Mañana,1,3.35,BUIN,25
1,29,Bicicleta,Trabajo,Punta Tarde,1,3.35,BUIN,30
0,21,Otros,Trabajo,Fuera Punta,1,9.93,BUIN,60
0,21,Otros,Trabajo,Noche,1,9.93,SAN BERNARDO,90
0,51,Taxi Colectivo,Trabajo,Punta Mañana,1,2.15,BUIN,15
0,51,Taxi Colectivo,Trabajo,Fuera Punta,1,2.07,BUIN,15
1,33,Taxi Colectivo,Trabajo,Punta Mañana,1,3.44,BUIN,20
1,33,Taxi Colectivo,Trabajo,Fuera Punta,1,3.37,BUIN,20
0,18,Taxi Colectivo,Trabajo,Punta Mañana,1,5.73,BUIN,30
0,18,Taxi Colectivo,Trabajo,Punta Tarde,1,5.69,BUIN,25
1,42,Taxi Colectivo,Trabajo,Punta Mañana,1,2.26,BUIN,15
1,42,Taxi Colectivo,Trabajo,Fuera Punta,1,2.18,BUIN,10
1,40,Auto,Trabajo,Punta Mañana,1,13.78,BUIN,90
1,40,Auto,Trabajo,Fuera Punta,1,13.78,LA PINTANA,30
1,19,Bus no TS,Estudio,Punta Mañana,1,30.09,BUIN,100
1,19,Otros,Estudio,Fuera Punta,2,30.09,SANTIAGO,90
1,19,Auto,Trabajo,Punta Mañana,1,13.78,BUIN,90
1,19,Auto,Trabajo,Fuera Punta,1,13.78,LA PINTANA,30
0,53,Taxi Colectivo,Trabajo,Fuera Punta,1,3.94,BUIN,30
0,53,Taxi Colectivo,Trabajo,Fuera Punta,2,4.41,BUIN,20
0,53,Auto,Trabajo,Fuera Punta,1,4.41,BUIN,15
0,53,Auto,Trabajo,Fuera Punta,1,4.41,BUIN,105
1,14,Caminata,Estudio,Punta Mañana,1,0.72,BUIN,65
1,14,Caminata,Estudio,Fuera Punta,1,0.72,BUIN,15
1,14,Auto,Otro,Fuera Punta,1,0.73,BUIN,5
1,14,Auto,Otro,Fuera Punta,1,0.73,BUIN,5
1,23,Bus no TS,Trabajo,Fuera Punta,1,32.06,BUIN,75
1,23,Metro,Estudio,Punta Tarde,1,2.0,SANTIAGO,30
1,23,Bus no TS,Estudio,Fuera Punta,1,30.7,SANTIAGO,120
1,24,Bus-Metro,Trabajo,Noche,2,31.48,BUIN,120
1,24,Bus-Metro,Trabajo,Fuera Punta,2,31.48,SANTIAGO,80
0,24,Caminata,Otro,Fuera Punta,1,1.17,BUIN,15
0,24,Caminata,Otro,Fuera Punta,1,1.17,BUIN,14
0,24,Caminata,Otro,Fuera Punta,1,1.17,BUIN,15
0,24,Caminata,Otro,Fuera Punta,1,1.17,BUIN,15
0,4,Caminata,Estudio,Fuera Punta,1,1.17,BUIN,15
0,4,Caminata,Estudio,Fuera Punta,1,1.17,BUIN,15
0,79,Taxi Colectivo,Otro,Fuera Punta,1,1.43,BUIN,12
0,79,Taxi Colectivo,Otro,Fuera Punta,1,1.43,BUIN,15
0,23,Auto,Trabajo,Punta Mañana,1,3.1,BUIN,15
0,23,Auto,Trabajo,Punta Tarde,1,3.1,BUIN,20
1,51,Auto,Otro,Fuera Punta,1,0.82,BUIN,10
1,51,Auto,Otro,Fuera Punta,1,0.82,BUIN,30
0,47,Auto,Otro,Fuera Punta,1,0.85,BUIN,5
0,47,Taxi Colectivo,Otro,Fuera Punta,1,0.85,BUIN,25
1,25,Otros,Trabajo,Punta Mañana,2,33.95,BUIN,90
1,25,Auto,Trabajo,Fuera Punta,1,33.95,SANTIAGO,60
1,52,Bus no TS,Otro,Fuera Punta,1,32.01,BUIN,60
1,52,Bus no TS,Otro,Fuera Punta,1,32.01,SANTIAGO,59
0,28,Auto,Otro,Fuera Punta,1,6.04,BUIN,10
0,28,Auto,Otro,Punta Tarde,1,6.18,BUIN,10
0,1,Auto,Otro,Fuera Punta,1,6.04,BUIN,10
0,1,Auto,Otro,Punta Tarde,1,6.18,BUIN,10
1,44,Bus no TS,Otro,Punta Mañana,1,1.48,BUIN,55
1,44,Bus no TS,Trabajo,Punta Tarde,1,1.64,BUIN,40
0,37,Taxi Colectivo,Otro,Fuera Punta,1,1.24,BUIN,75
0,37,Bus no TS,Otro,Fuera Punta,1,1.48,BUIN,40
1,9,Bus no TS,Estudio,Punta Mañana,1,1.48,BUIN,115
1,9,Bus no TS,Estudio,Fuera Punta,1,1.48,BUIN,40
1,18,Bus no TS,Otro,Fuera Punta,1,32.35,BUIN,90
1,15,Caminata,Otro,Punta Tarde,1,1.0,BUIN,10
1,15,Caminata,Otro,Noche,1,1.0,BUIN,10
1,65,Auto,Otro,Fuera Punta,1,18.19,BUIN,20
1,65,Auto,Otro,Punta Tarde,1,18.19,EL BOSQUE,20
1,66,Auto,Trabajo,Fuera Punta,1,1.02,BUIN,10
1,66,Auto,Trabajo,Fuera Punta,1,1.02,BUIN,10
1,48,Taxi Colectivo,Otro,Fuera Punta,1,2.66,BUIN,30
1,48,Taxi Colectivo,Otro,Fuera Punta,1,2.49,BUIN,30
0,41,Taxi Colectivo,Otro,Fuera Punta,1,2.66,BUIN,30
0,41,Taxi Colectivo,Otro,Fuera Punta,1,2.49,BUIN,30
1,47,Auto,Trabajo,Punta Mañana,1,4.17,BUIN,50
1,47,Auto,Trabajo,Fuera Punta,1,4.17,BUIN,30
0,5,Caminata,Estudio,Punta Mañana,1,0.43,BUIN,5
0,5,Caminata,Estudio,Fuera Punta,1,0.43,BUIN,5
1,49,Auto,Trabajo,Punta Mañana,1,18.32,BUIN,25
1,49,Auto,Trabajo,Punta Tarde,1,18.32,SAN BERNARDO,45
0,21,Auto,Trabajo,Fuera Punta,1,7.75,BUIN,25
0,48,Auto,Otro,Fuera Punta,1,12.28,BUIN,30
0,48,Auto,Otro,Fuera Punta,1,12.28,SAN BERNARDO,30
1,20,Auto,Otro,Fuera Punta,1,12.28,BUIN,30
1,20,Auto,Otro,Fuera Punta,1,12.28,SAN BERNARDO,30
1,20,Auto,Trabajo,Fuera Punta,1,7.75,BUIN,29
1,48,Auto,Otro,Fuera Punta,1,16.81,BUIN,40
1,48,Auto,Otro,Fuera Punta,1,4.49,SAN BERNARDO,18
1,48,Auto,Otro,Fuera Punta,1,4.49,SAN BERNARDO,30
1,48,Auto,Otro,Fuera Punta,1,15.78,SAN BERNARDO,30
1,48,Auto,Otro,Fuera Punta,1,4.19,BUIN,15
0,14,Auto,Estudio,Fuera Punta,1,16.81,BUIN,40
0,14,Auto,Otro,Fuera Punta,1,15.78,SAN BERNARDO,30
0,14,Auto,Otro,Fuera Punta,1,4.19,BUIN,15
1,24,Otros,Trabajo,Punta Mañana,1,5.35,BUIN,45
1,24,Taxi Colectivo,Otro,Punta Tarde,1,3.43,BUIN,40
1,24,Taxi Colectivo,Otro,Noche,1,3.74,BUIN,60
1,67,Auto,Trabajo,Fuera Punta,1,37.12,BUIN,45
1,37,Otros,Trabajo,Punta Mañana,1,33.0,BUIN,75
1,37,Bus no TS,Trabajo,Punta Tarde,1,33.0,SANTIAGO,120
0,31,Bus TS-Bus,Estudio,Punta Mañana,2,31.61,BUIN,90
0,31,Bus no TS,Estudio,Fuera Punta,1,31.61,SANTIAGO,45
0,31,Auto,Otro,Fuera Punta,1,0.78,BUIN,5
0,31,Auto,Otro,Punta Tarde,1,0.78,BUIN,5
0,51,Otros-Metro,Otro,Punta Mañana,3,56.57,BUIN,150
0,51,Bus-Metro,Otro,Punta Tarde,3,56.57,COLINA,150
0,63,Taxi Colectivo,Trabajo,Fuera Punta,1,3.23,BUIN,35
0,63,Taxi Colectivo,Trabajo,Punta Tarde,1,3.23,BUIN,30
1,55,Otros,Trabajo,Punta Mañana,1,3.82,BUIN,15
1,55,Otros,Trabajo,Fuera Punta,1,3.82,BUIN,20
0,30,Caminata,Estudio,Punta Mañana,1,0.77,BUIN,15
0,30,Caminata,Estudio,Fuera Punta,1,0.77,BUIN,15
1,20,Bus TS-Bus,Otro,Punta Tarde,2,32.65,BUIN,119
1,77,Bicicleta,Trabajo,Punta Mañana,1,0.75,BUIN,15
1,77,Bicicleta,Otro,Fuera Punta,1,0.75,BUIN,15
1,77,Bicicleta,Trabajo,Fuera Punta,1,0.75,BUIN,15
1,77,Bicicleta,Trabajo,Punta Tarde,1,0.75,BUIN,15
0,74,Caminata,Otro,Punta Tarde,1,0.88,BUIN,15
0,74,Caminata,Otro,Punta Tarde,1,0.88,BUIN,15
1,69,Caminata,Otro,Fuera Punta,1,0.41,BUIN,10
1,69,Caminata,Otro,Fuera Punta,1,0.41,BUIN,10
0,76,Caminata,Otro,Fuera Punta,1,0.91,BUIN,40
0,76,Caminata,Otro,Fuera Punta,1,0.91,BUIN,50
0,50,Caminata,Otro,Fuera Punta,1,0.71,BUIN,40
0,50,Caminata,Otro,Fuera Punta,1,0.71,BUIN,50
0,50,Caminata,Trabajo,Punta Tarde,1,0.71,BUIN,13
0,50,Caminata,Otro,Noche,1,0.9,BUIN,15
1,16,Caminata,Otro,Fuera Punta,1,0.9,BUIN,15
1,16,Caminata,Otro,Noche,1,0.9,BUIN,15
1,24,Caminata,Otro,Fuera Punta,1,0.09,BUIN,2
1,24,Caminata,Otro,Fuera Punta,1,0.09,BUIN,3
0,72,Auto,Otro,Punta Tarde,1,31.19,BUIN,35
0,72,Auto,Otro,Punta Tarde,1,31.19,ESTACION CENTRAL,114
0,43,Caminata,Trabajo,Fuera Punta,1,0.6,BUIN,15
0,43,Caminata,Trabajo,Fuera Punta,1,0.32,BUIN,15
0,43,Caminata,Trabajo,Fuera Punta,1,0.84,BUIN,30
0,40,Bus no TS,Otro,Punta Mañana,1,28.93,BUIN,30
0,40,Bus no TS,Otro,Fuera Punta,1,28.93,SAN MIGUEL,30
0,24,Taxi Colectivo,Trabajo,Punta Mañana,1,3.52,BUIN,20
0,24,Taxi Colectivo,Trabajo,Fuera Punta,1,3.52,BUIN,30
0,61,Taxi Colectivo,Volver a casa,Punta Mañana,1,3.03,BUIN,15
0,61,Otros,Trabajo,Punta Tarde,1,3.03,BUIN,35
0,26,Bus no TS,Trabajo,Punta Mañana,1,5.44,BUIN,43
1,43,Bicicleta,Trabajo,Punta Mañana,1,5.65,BUIN,25
1,23,Bus no TS,Trabajo,Punta Mañana,1,4.95,BUIN,55
1,23,Bus no TS,Trabajo,Punta Tarde,1,5.41,BUIN,90
0,20,Bus no TS,Trabajo,Punta Mañana,1,4.95,BUIN,55
0,20,Bus no TS,Trabajo,Fuera Punta,1,5.41,BUIN,90
0,78,Taxi Colectivo,Otro,Fuera Punta,1,3.18,BUIN,75
0,78,Taxi Colectivo,Otro,Fuera Punta,1,4.12,BUIN,30
0,36,Auto,Otro,Punta Mañana,1,3.38,BUIN,20
